ind,loanAmount,intRate,installment,grade,annualInc,totCurBal,totalRevHiLim,totHiCredLim,totalBalExMort,totalBcLimit,totalIlHighCreditLimit,Dietz,blade
213," 15,000.00 ", 0.14 ,348.87,C," 62,000.00 "," 193,159.00 ",26000.00,226500,53955,16100,53530,0.22,r
214," 16,000.00 ", 0.09 ,508.06,A," 63,500.00 "," 252,040.00 ",25400.00,261195,124786,7400,99509,0.08,w
215," 7,000.00 ", 0.13 ,235.36,B," 35,000.00 "," 99,530.00 ",5800.00,108583,9814,5800,5000,0.00,e
216," 20,000.00 ", 0.16 ,482.23,C," 85,000.00 "," 186,955.00 ",33100.00,207206,40726,20600,24369,0.03,r
217," 10,000.00 ", 0.10 ,321.13,B," 72,125.00 "," 204,373.00 ",21200.00,232640,135497,8500,130707,0.09,w
218," 21,600.00 ", 0.08 ,675.87,A," 75,000.00 "," 34,710.00 ",31700.00,63050,34710,27500,31350,0.07,e
219," 12,000.00 ", 0.14 ,410.02,C," 67,000.00 "," 78,736.00 ",59800.00,109800,43615,44900,0,0.04,r
220," 31,300.00 ", 0.15 ,1084.72,C," 68,444.00 "," 207,440.00 ",76200.00,267500,28351,34600,2000,0.12,w
221," 35,000.00 ", 0.18 ,1257.8,D," 102,000.00 "," 451,469.00 ",45000.00,463906,163885,32700,129173,0.17,e
222," 24,600.00 ", 0.17 ,611.25,D," 70,000.00 "," 91,262.00 ",36500.00,123960,91262,22500,87460,-0.66,r
223," 8,000.00 ", 0.12 ,265.68,B," 64,000.00 "," 159,047.00 ",17800.00,203973,40311,16300,46387,0.11,w
224," 20,000.00 ", 0.12 ,444.79,B," 55,000.00 "," 28,558.00 ",57400.00,70950,28558,53700,13550,0.05,e
225," 10,400.00 ", 0.09 ,330.24,A," 48,000.00 "," 75,432.00 ",24300.00,109753,9187,5500,3453,0.08,r
226," 16,000.00 ", 0.09 ,508.06,A," 56,500.00 "," 189,234.00 ",40500.00,223391,56799,17300,47691,0.08,w
227," 9,000.00 ", 0.14 ,305.55,B," 225,000.00 "," 646,406.00 ",32500.00,679369,181559,19300,159905,0.13,e
228," 30,000.00 ", 0.14 ,1032.2,C," 172,000.00 "," 65,366.00 ",34600.00,90355,65366,33800,55755,0.14,r
229," 15,000.00 ", 0.09 ,476.3,A," 59,000.00 "," 231,281.00 ",21000.00,249759,15710,13500,0,0.08,w
230," 8,600.00 ", 0.14 ,295.9,C," 22,000.00 "," 24,778.00 ",6400.00,36358,24778,3400,29958,0.11,e
231," 13,750.00 ", 0.17 ,341.65,D," 53,500.00 "," 204,642.00 ",14900.00,228371,27701,11900,21471,0.19,r
232," 7,500.00 ", 0.14 ,256.26,C," 37,000.00 "," 72,246.00 ",14500.00,75592,72246,10500,61092,0.14,w
233," 35,000.00 ", 0.11 ,1145.69,B," 296,144.00 "," 511,756.00 ",97200.00,619892,166906,75200,153655,0.09,e
234," 10,000.00 ", 0.12 ,332.1,B," 168,000.00 "," 180,709.00 ",17700.00,307103,180709,8000,289403,0.11,r
235," 12,000.00 ", 0.14 ,410.02,C," 45,000.00 "," 18,056.00 ",12500.00,29746,18056,7500,17246,0.10,w
236," 19,075.00 ", 0.22 ,531.18,E," 140,000.00 "," 342,658.00 ",6300.00,389274,90194,5600,97636,0.04,e
237," 15,000.00 ", 0.15 ,519.84,C," 84,000.00 "," 274,609.00 ",32700.00,299695,31159,25900,17011,0.12,r
238," 25,000.00 ", 0.14 ,848.75,B," 100,000.00 "," 45,123.00 ",28100.00,57690,45123,26100,29590,0.13,w
239," 12,000.00 ", 0.11 ,392.81,B," 52,000.00 "," 88,255.00 ",26700.00,121519,20578,9000,25314,0.09,e
240," 22,000.00 ", 0.16 ,769.23,C," 56,000.00 "," 27,934.00 ",19000.00,33967,27934,4700,14967,-0.50,r
241," 20,000.00 ", 0.17 ,712.96,D," 92,000.00 "," 156,325.00 ",18600.00,178169,28896,17400,30052,-0.51,w
242," 10,000.00 ", 0.13 ,336.22,B," 68,000.00 "," 83,962.00 ",14500.00,99664,83962,4700,85164,0.12,e
243," 18,550.00 ", 0.19 ,682.04,D," 62,400.00 "," 21,030.00 ",26000.00,26000,21030,17300,0,0.13,r
244," 9,500.00 ", 0.10 ,305.07,B," 44,000.00 "," 146,417.00 ",27700.00,208050,15439,9800,8350,0.09,w
245," 8,000.00 ", 0.14 ,273.35,C," 65,000.00 "," 94,741.00 ",5500.00,100291,94741,5500,94791,-0.24,e
246," 6,500.00 ", 0.10 ,208.74,B," 145,000.00 "," 19,745.00 ",6700.00,24542,19745,3200,17842,-0.08,r
247," 6,400.00 ", 0.14 ,217.28,B," 45,000.00 "," 106,673.00 ",16100.00,120696,10632,2900,4301,0.03,w
248," 4,950.00 ", 0.15 ,171.55,C," 27,500.00 "," 64,301.00 ",8700.00,62501,64301,5800,53801,0.13,e
249," 12,000.00 ", 0.16 ,289.34,C," 48,000.00 "," 109,579.00 ",18800.00,140726,35488,5800,42885,0.22,r
250," 25,975.00 ", 0.19 ,676.96,D," 200,000.00 "," 60,869.00 ",16200.00,71676,60869,16200,55476,-0.05,w
251," 20,000.00 ", 0.08 ,625.81,A," 60,000.00 "," 289,502.00 ",62700.00,339400,47301,37800,34499,0.07,e
252," 8,000.00 ", 0.13 ,268.98,B," 22,000.00 "," 22,851.00 ",5500.00,30758,22851,4800,25258,0.12,r
253," 4,800.00 ", 0.14 ,162.96,B," 75,000.00 "," 3,838.00 ",13400.00,13400,3838,12000,0,0.04,w
254," 2,000.00 ", 0.14 ,68.34,C," 45,000.00 "," 92,744.00 ",5900.00,88733,92744,500,82833,0.05,e
255," 34,475.00 ", 0.21 ,942,E," 78,540.00 "," 249,804.00 ",57400.00,289049,81501,44200,53286,0.21,r
256," 12,000.00 ", 0.12 ,398.52,B," 50,000.00 "," 35,424.00 ",23500.00,59932,35424,11900,36432,0.11,w
257," 15,000.00 ", 0.16 ,366.69,C," 80,000.00 "," 56,410.00 ",16800.00,79911,56410,7400,63111,-0.46,e
258," 5,000.00 ", 0.18 ,181.39,D," 69,000.00 "," 79,603.00 ",14000.00,96956,79603,6900,82956,0.06,r
259," 21,850.00 ", 0.18 ,792.68,D," 70,000.00 "," 23,139.00 ",29200.00,29200,23139,29200,0,0.18,w
260," 16,000.00 ", 0.08 ,498.59,A," 50,000.00 "," 213,799.00 ",21900.00,233569,26161,14800,14369,-0.54,e
261," 11,700.00 ", 0.14 ,402.56,C," 68,000.00 "," 53,464.00 ",23200.00,90805,53464,13400,67605,0.08,r
262," 18,000.00 ", 0.18 ,459.54,D," 86,040.00 "," 260,749.00 ",47800.00,284280,102349,30500,75080,-0.32,w
263," 10,000.00 ", 0.10 ,321.13,B," 122,641.00 "," 342,136.00 ",16600.00,352097,76057,8500,62497,0.09,e
264," 27,575.00 ", 0.20 ,730.11,D," 71,360.00 "," 284,327.00 ",44600.00,313520,63076,44600,44185,0.21,r
265," 2,625.00 ", 0.12 ,87.18,B," 14,376.00 "," 5,886.00 ",14850.00,14850,5886,1500,0,0.11,w
266," 11,700.00 ", 0.15 ,405.47,C," 70,000.00 "," 38,828.00 ",18000.00,51858,38828,5000,33858,0.00,e
267," 6,300.00 ", 0.08 ,197.13,A," 79,500.00 "," 31,291.00 ",52700.00,92414,31291,24400,39714,0.07,r
268," 13,475.00 ", 0.16 ,475.34,C," 35,000.00 "," 32,077.00 ",26800.00,50551,32077,17000,23751,-0.42,w
269," 7,000.00 ", 0.16 ,246.93,C," 67,300.00 "," 105,298.00 ",32200.00,125439,36794,22000,21250,0.15,e
270," 20,000.00 ", 0.11 ,654.68,B," 85,000.00 "," 163,707.00 ",10300.00,181977,4484,3500,0,0.10,r
271," 35,000.00 ", 0.21 ,937.06,E," 80,000.00 "," 427,091.00 ",53100.00,458175,29285,51400,0,0.26,w
272," 30,000.00 ", 0.14 ,1032.2,C," 98,000.00 "," 176,895.00 ",38500.00,202531,91369,28500,75681,0.06,e
273," 18,000.00 ", 0.12 ,597.78,B," 213,000.00 "," 48,634.00 ",73200.00,93520,48634,49900,20320,0.11,r
274," 6,600.00 ", 0.11 ,216.05,B," 53,450.00 "," 24,916.00 ",12600.00,32394,24916,10300,19794,0.09,w
275," 15,000.00 ", 0.09 ,476.3,A," 75,000.00 "," 14,469.00 ",40200.00,40413,14469,28600,0,0.08,e
276," 5,000.00 ", 0.08 ,156.46,A," 70,000.00 "," 301,337.00 ",93000.00,397846,3717,82500,0,0.03,r
277," 24,000.00 ", 0.17 ,596.34,D," 72,000.00 "," 44,842.00 ",28000.00,67646,44842,21700,32267,0.02,w
278," 10,000.00 ", 0.14 ,339.5,B," 60,000.00 "," 7,474.00 ",16400.00,16400,7474,9900,0,0.13,e
279," 20,000.00 ", 0.09 ,635.07,A," 68,000.00 "," 25,709.00 ",32600.00,59836,25709,29800,27236,0.08,r
280," 25,050.00 ", 0.19 ,921.03,D," 70,000.00 "," 131,807.00 ",24500.00,144866,38306,23000,22901,0.13,w
281," 12,000.00 ", 0.12 ,398.52,B," 82,000.00 "," 209,920.00 ",10500.00,265790,46576,9300,44290,0.03,e
282," 20,000.00 ", 0.08 ,623.23,A," 100,000.00 "," 259,741.00 ",41500.00,296000,42981,38200,32972,-0.18,r
283," 25,000.00 ", 0.14 ,581.45,C," 60,000.00 "," 169,523.00 ",113400.00,262551,31224,97800,0,0.20,w
284," 21,000.00 ", 0.12 ,697.41,B," 150,000.00 "," 412,987.00 ",60300.00,446440,94241,25700,62140,0.09,e
285," 10,000.00 ", 0.14 ,339.5,B," 70,764.00 "," 256,515.00 ",40200.00,301742,61217,18800,63009,0.03,r
286," 18,000.00 ", 0.15 ,428.03,C," 64,000.00 "," 163,641.00 ",19500.00,225073,28789,17500,60623,0.20,w
287," 12,200.00 ", 0.14 ,414.19,B," 120,000.00 "," 404,219.00 ",19900.00,444307,32380,10900,22807,0.06,e
288," 16,000.00 ", 0.23 ,450.13,E," 75,000.00 "," 61,223.00 ",37800.00,69018,61223,19900,31218,0.16,r
289," 24,000.00 ", 0.09 ,762.08,A," 78,000.00 "," 13,871.00 ",23000.00,23000,13871,23000,0,0.08,w
290," 8,875.00 ", 0.18 ,321.97,D," 75,000.00 "," 34,706.00 ",14500.00,56611,34706,500,42111,-0.25,e
291," 6,500.00 ", 0.11 ,212.78,B," 55,000.00 "," 175,467.00 ",14600.00,190894,21439,8800,17069,0.09,r
292," 12,000.00 ", 0.12 ,398.52,B," 67,500.00 "," 38,806.00 ",53200.00,69662,38806,15900,16462,0.08,w
293," 5,000.00 ", 0.12 ,166.05,B," 30,000.00 "," 9,632.00 ",10500.00,17982,9632,6700,7482,0.11,e
294," 8,000.00 ", 0.08 ,250.33,A," 97,500.00 "," 62,575.00 ",15700.00,81367,62575,14900,65667,0.04,r
295," 23,275.00 ", 0.14 ,790.19,B," 61,000.00 "," 60,175.00 ",65100.00,114368,60175,63700,48416,0.13,w
296," 35,000.00 ", 0.13 ,1176.77,B," 115,000.00 "," 23,813.00 ",20100.00,43439,23813,8300,0,0.12,e
297," 8,875.00 ", 0.15 ,307.57,C," 50,000.00 "," 62,967.00 ",8200.00,75214,62967,3800,67014,0.14,r
298," 11,100.00 ", 0.09 ,352.47,A," 37,000.00 "," 16,858.00 ",32900.00,62336,16858,25800,29436,0.08,w
299," 6,625.00 ", 0.16 ,233.71,C," 48,308.00 "," 25,943.00 ",10600.00,47350,25943,4600,36750,0.16,e
300," 11,575.00 ", 0.16 ,404.72,C," 50,000.00 "," 29,609.00 ",20900.00,39747,29609,8900,18847,0.12,r
301," 35,000.00 ", 0.14 ,1195.88,C," 100,000.00 "," 291,928.00 ",55500.00,325019,41190,38700,0,0.14,w
302," 8,000.00 ", 0.14 ,271.6,B," 84,400.00 "," 27,228.00 ",19400.00,40131,27228,9500,20731,0.10,e
303," 22,000.00 ", 0.14 ,746.9,B," 84,000.00 "," 176,243.00 ",33100.00,191143,21659,9300,0,0.13,r
304," 15,000.00 ", 0.09 ,476.3,A," 48,500.00 "," 45,749.00 ",34500.00,67347,45749,21300,32847,0.08,w
305," 12,300.00 ", 0.25 ,360.95,F," 37,250.00 "," 35,746.00 ",26200.00,51141,35746,16900,24941,0.37,e
306," 14,400.00 ", 0.13 ,326.54,B," 69,000.00 "," 37,398.00 ",12000.00,50269,37398,8000,38269,0.09,r
307," 7,000.00 ", 0.18 ,251.56,D," 60,000.00 "," 5,496.00 ",15000.00,15000,5496,4400,0,0.11,w
308," 11,500.00 ", 0.11 ,376.45,B," 46,000.00 "," 314,122.00 ",14400.00,391834,14136,9500,39934,0.10,e
309," 31,300.00 ", 0.16 ,1094.4,C," 75,000.00 "," 24,450.00 ",21900.00,39003,24450,8500,17103,-0.08,r
310," 14,675.00 ", 0.14 ,504.92,C," 72,000.00 "," 48,172.00 ",33800.00,69155,48172,19100,35355,0.09,w
311," 18,000.00 ", 0.17 ,447.25,D," 66,124.00 "," 133,284.00 ",39900.00,161256,32520,16700,12128,0.22,e
312," 11,150.00 ", 0.14 ,262.17,C," 36,500.00 "," 8,448.00 ",11200.00,14315,8448,6800,3115,-0.37,r
313," 20,000.00 ", 0.13 ,453.53,B," 53,000.00 "," 175,741.00 ",49500.00,230760,51273,44500,55260,-0.51,w
314," 6,000.00 ", 0.14 ,205.01,C," 75,000.00 "," 269,187.00 ",20400.00,312118,52841,5900,62288,0.13,e
315," 25,000.00 ", 0.23 ,703.33,E," 80,000.00 "," 242,759.00 ",29450.00,269288,39999,20000,24363,-0.67,r
316," 23,000.00 ", 0.14 ,785.87,C," 68,000.00 "," 215,281.00 ",34000.00,232828,22873,18600,0,0.13,w
317," 1,000.00 ", 0.13 ,33.63,B," 66,000.00 "," 188,172.00 ",18400.00,223521,17539,5000,25213,0.03,e
318," 20,000.00 ", 0.13 ,672.44,B," 105,000.00 "," 26,056.00 ",16500.00,37926,26056,11000,21426,0.11,r
319," 7,000.00 ", 0.11 ,229.14,B," 45,000.00 "," 192,198.00 ",11700.00,205076,25984,7800,24626,0.10,w
320," 14,975.00 ", 0.19 ,550.6,D," 55,000.00 "," 321,655.00 ",7100.00,340656,94361,3000,96650,0.08,e
321," 10,000.00 ", 0.14 ,344.07,C," 149,000.00 "," 511,616.00 ",35700.00,595764,115460,23700,103584,0.02,r
322," 13,000.00 ", 0.14 ,447.29,C," 57,469.00 "," 44,799.00 ",35900.00,60539,44799,15400,24639,0.12,w
323," 11,000.00 ", 0.17 ,273.32,D," 39,000.00 "," 16,731.00 ",13000.00,44165,16731,8600,31165,0.20,e
324," 35,000.00 ", 0.18 ,880.61,D," 105,000.00 "," 327,386.00 ",19300.00,348988,57228,5100,53895,0.00,r
325," 15,000.00 ", 0.08 ,469.36,A," 75,000.00 "," 256,419.00 ",20400.00,271243,160193,18100,153843,0.05,w
326," 18,000.00 ", 0.09 ,571.56,A," 85,000.00 "," 145,474.00 ",30400.00,162320,21659,21400,0,0.08,e
327," 9,200.00 ", 0.12 ,305.53,B," 120,000.00 "," 148,111.00 ",19300.00,167466,130162,4700,140667,0.07,r
328," 23,000.00 ", 0.13 ,773.31,B," 110,000.00 "," 191,454.00 ",51500.00,248043,67599,37600,44040,0.11,w
329," 5,000.00 ", 0.15 ,173.28,C," 62,000.00 "," 97,022.00 ",12800.00,107051,15405,12800,8251,0.02,e
330," 10,000.00 ", 0.14 ,344.07,C," 35,000.00 "," 56,206.00 ",14500.00,76279,15005,4500,9010,0.13,r
331," 10,000.00 ", 0.15 ,237.8,C," 50,000.00 "," 197,906.00 ",11000.00,216448,28822,9500,29386,0.17,w
332," 12,000.00 ", 0.15 ,415.87,C," 40,000.00 "," 15,376.00 ",23700.00,23700,15376,4500,0,0.08,e
333," 20,000.00 ", 0.14 ,679,B," 90,000.00 "," 35,225.00 ",58000.00,59946,35225,45800,0,0.06,r
334," 10,000.00 ", 0.12 ,332.1,B," 62,000.00 "," 16,054.00 ",13000.00,27752,16054,9000,14484,0.10,w
335," 7,400.00 ", 0.10 ,237.64,B," 20,400.00 "," 35,299.00 ",82100.00,112100,23407,49300,0,0.09,e
336," 10,000.00 ", 0.20 ,371.49,D," 75,600.00 "," 37,103.00 ",36800.00,67557,37103,28300,30757,0.19,r
337," 15,000.00 ", 0.12 ,498.15,B," 103,000.00 "," 561,486.00 ",77700.00,631757,34992,73000,13057,-0.23,w
338," 10,000.00 ", 0.12 ,332.1,B," 26,000.00 "," 11,222.00 ",12100.00,12100,11222,8500,0,-0.34,e
339," 16,800.00 ", 0.17 ,417.44,D," 100,000.00 "," 68,083.00 ",20500.00,95314,68083,6500,74814,0.22,r
340," 12,000.00 ", 0.16 ,423.31,C," 59,000.00 "," 219,404.00 ",21400.00,245815,17673,15500,0,-0.06,w
341," 6,500.00 ", 0.14 ,223.65,C," 73,000.00 "," 293,593.00 ",14800.00,323116,51659,5600,51401,0.14,e
342," 2,800.00 ", 0.17 ,99.82,D," 48,000.00 "," 24,744.00 ",16700.00,32659,24744,8500,15959,0.16,r
343," 9,500.00 ", 0.13 ,319.41,B," 22,800.00 "," 60,170.00 ",29900.00,73202,60170,25100,43302,0.06,w
344," 12,000.00 ", 0.16 ,289.34,C," 44,500.00 "," 94,304.00 ",26000.00,133034,20136,12200,23834,0.12,e
345," 4,800.00 ", 0.18 ,172.5,D," 29,442.00 "," 2,061.00 ",1100.00,3615,2061,0,2515,0.17,r
346," 28,000.00 ", 0.23 ,787.73,E," 90,000.00 "," 379,345.00 ",37100.00,440437,41889,17600,28337,0.16,w
347," 6,000.00 ", 0.16 ,209.79,C," 50,000.00 "," 132,974.00 ",20700.00,137988,132974,18600,117288,0.15,e
348," 10,000.00 ", 0.11 ,327.34,B," 62,000.00 "," 29,482.00 ",17200.00,49880,29482,11500,32680,0.04,r
349," 20,000.00 ", 0.08 ,625.81,A," 119,000.00 "," 89,732.00 ",53400.00,137358,42428,34700,31681,0.07,w
350," 8,875.00 ", 0.21 ,336.56,E," 32,000.00 "," 19,206.00 ",17700.00,23100,19206,11500,5400,0.21,e
351," 19,575.00 ", 0.16 ,690.53,C," 50,000.00 "," 27,762.00 ",33900.00,51720,27762,26600,17820,0.14,r
352," 14,675.00 ", 0.14 ,504.92,C," 38,000.00 "," 16,887.00 ",22400.00,26610,16887,8500,4210,0.14,w
353," 15,600.00 ", 0.14 ,366.8,C," 70,000.00 "," 31,840.00 ",11900.00,67821,31840,7200,38296,0.21,e
354," 10,400.00 ", 0.08 ,324.08,A," 80,000.00 "," 78,738.00 ",21100.00,97343,78738,9000,76243,0.07,r
355," 30,000.00 ", 0.08 ,938.71,A," 98,167.00 "," 86,109.00 ",41300.00,165885,86109,31300,124585,0.07,w
356," 10,000.00 ", 0.15 ,237.8,C," 55,000.00 "," 183,558.00 ",26000.00,210954,29264,14300,24333,-0.59,e
357," 6,000.00 ", 0.12 ,199.26,B," 185,000.00 "," 551,731.00 ",68500.00,608111,216888,42300,172927,0.08,r
358," 32,000.00 ", 0.11 ,1047.49,B," 185,000.00 "," 507,307.00 ",84000.00,595172,77960,72900,58975,0.10,w
359," 14,000.00 ", 0.08 ,438.07,A," 52,000.00 "," 180,454.00 ",11000.00,205194,46261,0,57481,-0.46,e
360," 10,000.00 ", 0.08 ,311.62,A," 120,000.00 "," 273,279.00 ",51400.00,328198,62422,32600,62098,-0.71,r
361," 31,000.00 ", 0.18 ,779.97,D," 82,000.00 "," 43,603.00 ",40000.00,75730,43603,33600,35730,0.18,w
362," 8,875.00 ", 0.18 ,318.95,D," 35,000.00 "," 78,883.00 ",12900.00,92900,7006,6700,0,0.17,e
363," 30,000.00 ", 0.08 ,934.85,A," 98,500.00 "," 452,385.00 ",52900.00,514874,47781,28900,45499,0.04,r
364," 4,200.00 ", 0.17 ,149.73,D," 65,000.00 "," 110,425.00 ",13900.00,147989,32596,9700,35362,0.07,w
365," 17,000.00 ", 0.14 ,584.91,C," 62,000.00 "," 68,291.00 ",35900.00,79995,68291,5600,44095,0.13,e
366," 4,000.00 ", 0.11 ,130.94,B," 44,604.00 "," 76,688.00 ",17700.00,94301,76688,9600,76601,0.01,r
367," 18,000.00 ", 0.14 ,418.65,C," 48,000.00 "," 273,992.00 ",4800.00,288977,36761,0,37105,0.22,w
368," 8,500.00 ", 0.13 ,285.79,B," 89,000.00 "," 157,483.00 ",13700.00,201463,53523,9700,59513,0.05,e
369," 21,000.00 ", 0.10 ,674.37,B," 160,000.00 "," 186,674.00 ",194700.00,217763,186674,44700,23063,0.08,r
370," 8,800.00 ", 0.13 ,295.88,B," 50,000.00 "," 62,290.00 ",26200.00,83044,62290,22200,56844,0.13,w
371," 5,850.00 ", 0.10 ,187.86,B," 50,000.00 "," 152,493.00 ",7500.00,165677,35843,6000,34042,0.09,e
372," 25,000.00 ", 0.12 ,830.24,B," 75,000.00 "," 59,457.00 ",37200.00,79730,59457,35200,42530,0.12,r
373," 15,000.00 ", 0.12 ,498.15,B," 75,000.00 "," 352,762.00 ",23500.00,396765,36622,16400,36265,0.10,w
374," 30,000.00 ", 0.18 ,754.81,D," 90,000.00 "," 252,705.00 ",31500.00,225232,252705,30100,193732,0.12,e
375," 15,000.00 ", 0.15 ,519.84,C," 85,000.00 "," 154,121.00 ",8500.00,159460,35908,7500,32225,0.11,r
376," 12,000.00 ", 0.14 ,282.16,C," 98,000.00 "," 58,602.00 ",14800.00,78325,58602,2800,63525,0.07,w
377," 15,600.00 ", 0.08 ,488.13,A," 45,000.00 "," 27,763.00 ",23200.00,56577,27763,20700,33377,0.02,e
378," 11,000.00 ", 0.07 ,337.75,A," 75,000.00 "," 235,749.00 ",59000.00,298684,29120,54900,27384,0.03,r
379," 17,500.00 ", 0.15 ,416.15,C," 66,000.00 "," 62,427.00 ",19800.00,72095,62427,15300,52295,0.21,w
380," 32,875.00 ", 0.16 ,1149.47,C," 72,488.00 "," 30,647.00 ",35900.00,44283,30647,7300,8383,0.14,e
381," 19,200.00 ", 0.18 ,490.17,D," 73,000.00 "," 171,602.00 ",26900.00,189010,23240,10800,8224,-0.57,r
382," 15,600.00 ", 0.15 ,370.96,C," 53,600.00 "," 9,689.00 ",16100.00,16100,9689,8100,0,0.04,w
383," 28,000.00 ", 0.20 ,741.37,D," 100,000.00 "," 102,167.00 ",62800.00,151641,102167,28100,88841,0.08,e
384," 8,000.00 ", 0.12 ,265.68,B," 140,000.00 "," 300,101.00 ",20300.00,311920,11873,17500,0,0.10,r
385," 5,000.00 ", 0.16 ,174.83,C," 60,000.00 "," 11,144.00 ",8000.00,15200,11144,3600,7200,-0.69,w
386," 7,200.00 ", 0.11 ,235.69,B," 82,000.00 "," 20,555.00 ",23000.00,50029,20555,12900,27029,0.10,e
387," 12,000.00 ", 0.10 ,385.35,B," 82,000.00 "," 419,286.00 ",35100.00,488686,26771,27300,18586,0.09,r
388," 21,200.00 ", 0.19 ,779.47,D," 129,000.00 "," 581,899.00 ",17300.00,641923,203958,17300,193623,0.19,w
389," 27,300.00 ", 0.14 ,932.79,C," 63,600.00 "," 223,826.00 ",32600.00,246840,49825,29900,36412,0.13,e
390," 4,500.00 ", 0.15 ,155.95,C," 28,000.00 "," 20,974.00 ",12100.00,26421,20974,3800,14321,0.13,r
391," 20,000.00 ", 0.16 ,482.23,C," 70,000.00 "," 103,969.00 ",40500.00,128788,103969,32400,87493,0.23,w
392," 15,000.00 ", 0.16 ,361.67,C," 108,000.00 "," 264,583.00 ",55400.00,273425,51151,51600,0,0.24,e
393," 26,375.00 ", 0.24 ,759.99,F," 62,400.00 "," 224,506.00 ",10000.00,246782,51612,0,61901,0.37,r
394," 16,000.00 ", 0.16 ,564.42,C," 120,000.00 "," 276,662.00 ",10400.00,321637,72063,4800,87387,-0.51,w
395," 28,000.00 ", 0.08 ,876.13,A," 233,000.00 "," 443,297.00 ",109300.00,614451,96509,70000,67555,0.06,e
396," 20,000.00 ", 0.09 ,635.07,A," 45,500.00 "," 178,666.00 ",31000.00,199162,34054,21700,16623,0.07,r
397," 13,000.00 ", 0.14 ,299.33,B," 60,000.00 "," 54,533.00 ",42700.00,93546,54533,34300,50846,0.04,w
398," 30,000.00 ", 0.18 ,754.81,D," 72,000.00 "," 31,954.00 ",38900.00,38900,31954,25600,0,0.24,e
399," 24,600.00 ", 0.17 ,876.94,D," 95,000.00 "," 333,565.00 ",27300.00,351832,45995,19800,29069,0.12,r
400," 32,000.00 ", 0.16 ,771.57,C," 220,000.00 "," 1,273,815.00 ",75100.00,1342149,148686,60100,91206,0.10,w
401," 13,100.00 ", 0.17 ,466.99,D," 75,000.00 "," 170,104.00 ",11400.00,178465,22225,5800,16988,0.03,e
402," 20,000.00 ", 0.11 ,654.68,B," 112,000.00 "," 53,913.00 ",27000.00,122651,53913,15000,95651,0.11,r
403," 10,000.00 ", 0.21 ,267.73,E," 50,000.00 "," 56,610.00 ",11200.00,58492,56610,4900,47292,0.13,w
404," 3,500.00 ", 0.25 ,138.24,F," 65,000.00 "," 351,993.00 ",67600.00,376098,66927,15700,11498,0.24,e
405," 12,000.00 ", 0.20 ,317.73,D," 73,000.00 "," 30,663.00 ",6000.00,45553,30663,0,39553,-0.34,r
406," 2,500.00 ", 0.14 ,85.42,C," 75,000.00 "," 346,620.00 ",31400.00,364975,15815,22800,0,0.12,w
407," 15,000.00 ", 0.08 ,469.36,A," 85,000.00 "," 254,447.00 ",10900.00,268650,43698,5200,35690,0.07,e
408," 6,250.00 ", 0.16 ,218.53,C," 47,000.00 "," 90,394.00 ",18800.00,114304,12825,18100,0,-0.70,r
409," 15,000.00 ", 0.14 ,512.52,C," 63,084.00 "," 275,076.00 ",25400.00,367775,31816,5800,27680,0.09,w
410," 10,000.00 ", 0.17 ,248.48,D," 90,000.00 "," 362,613.00 ",59400.00,390654,136439,19800,94604,0.11,e
411," 16,000.00 ", 0.07 ,491.26,A," 45,000.00 "," 43,559.00 ",19300.00,54221,43559,19300,34921,0.04,r
412," 7,200.00 ", 0.09 ,228.63,A," 32,000.00 "," 145,793.00 ",18300.00,158514,82415,4200,73859,0.07,w
413," 15,000.00 ", 0.20 ,397.16,D," 45,000.00 "," 25,021.00 ",14000.00,35770,25021,9400,21770,0.31,e
414," 30,000.00 ", 0.10 ,963.38,B," 140,000.00 "," 621,323.00 ",45900.00,690132,54125,19700,46769,0.06,r
415," 15,000.00 ", 0.08 ,467.43,A," 105,000.00 "," 40,016.00 ",19100.00,63100,40016,15900,44000,0.06,w
416," 5,000.00 ", 0.08 ,156.46,A," 95,000.00 "," 232,937.00 ",28900.00,264649,34684,24100,27689,0.07,e
417," 29,175.00 ", 0.20 ,772.48,D," 120,000.00 "," 130,576.00 ",41800.00,195474,105702,11300,113283,-0.49,r
418," 7,000.00 ", 0.08 ,218.13,A," 65,000.00 "," 45,234.00 ",62200.00,101102,45234,61100,38902,0.05,w
419," 16,000.00 ", 0.18 ,408.48,D," 62,000.00 "," 55,210.00 ",24700.00,64149,55210,8900,39449,0.15,e
420," 12,000.00 ", 0.18 ,301.93,D," 64,000.00 "," 355,486.00 ",59300.00,423173,67628,55300,59966,0.07,r
421," 7,200.00 ", 0.14 ,246.01,C," 90,000.00 "," 412,992.00 ",7000.00,453983,26813,2900,28340,0.13,w
422," 20,050.00 ", 0.17 ,498.19,D," 47,900.00 "," 61,816.00 ",38400.00,82130,61816,27600,43730,0.21,e
423," 25,000.00 ", 0.14 ,854.2,C," 100,000.00 "," 316,839.00 ",22300.00,354382,70231,1200,72082,0.12,r
424," 35,000.00 ", 0.14 ,1195.88,C," 104,000.00 "," 314,681.00 ",33300.00,368749,102777,33300,103799,0.13,w
425," 8,500.00 ", 0.15 ,294.58,C," 68,000.00 "," 36,480.00 ",22600.00,57815,36480,6600,35215,0.08,e
426," 30,000.00 ", 0.15 ,1039.67,C," 140,000.00 "," 42,017.00 ",42400.00,64836,42017,26100,22436,0.09,r
